Rank,Video Count,Channel Name,YouTube Channel URL (estimated),Sample Video URL
232,1,No Second Season: Granny Ange's Misadventures,https://www.youtube.com/@NoSecondSeasonGrannyAngesMisadventures,https://www.youtube.com/watch?v=Z6nJ7YYfvCo
233,1,Blades Epic Adventures,https://www.youtube.com/@BladesEpicAdventures,https://www.youtube.com/watch?v=aOuQN55Qe3Q
234,1,Shane Nixon,https://www.youtube.com/@ShaneNixon,https://www.youtube.com/watch?v=y6NMlUPWPUo
235,1,NickNat,https://www.youtube.com/@NickNat,https://www.youtube.com/watch?v=Ergu7kEzhH0
236,1,Ramalla Family Vlog,https://www.youtube.com/@RamallaFamilyVlog,https://www.youtube.com/watch?v=yjCdrRx39Cw
237,1,Sebastian Westerling,https://www.youtube.com/@SebastianWesterling,https://www.youtube.com/watch?v=MCqFL_NcXps
238,1,Andrew Patton,https://www.youtube.com/@AndrewPatton,https://www.youtube.com/watch?v=dXirK_qCOy0
239,1,Riah Jaye,https://www.youtube.com/@RiahJaye,https://www.youtube.com/watch?v=r4Oc4doWBD4
240,1,ABH Anywhere But Here,https://www.youtube.com/@ABHAnywhereButHere,https://www.youtube.com/watch?v=TIhK3qOtGkM
241,1,Go Live Love Laugh,https://www.youtube.com/@GoLiveLoveLaugh,https://www.youtube.com/watch?v=OnSqv8UydIs
242,1,senorfreebie,https://www.youtube.com/@senorfreebie,https://www.youtube.com/watch?v=KLtkcVw-KJs
243,1,Where to now? 4x4,https://www.youtube.com/@Wheretonow4x4,https://www.youtube.com/watch?v=QxmmWjVH-08
244,1,Dan's Destinations,https://www.youtube.com/@DansDestinations,https://www.youtube.com/watch?v=GZmzYBn4sno
245,1,Any given weekend,https://www.youtube.com/@Anygivenweekend,https://www.youtube.com/watch?v=6cXTT2bgRjY
246,1,Em Around The Globe,https://www.youtube.com/@EmAroundTheGlobe,https://www.youtube.com/watch?v=i3EHqGMrcaQ
247,1,Hayzy Adventures,https://www.youtube.com/@HayzyAdventures,https://www.youtube.com/watch?v=IKDhpo1mbsc
248,1,Lisa Wanderess,https://www.youtube.com/@LisaWanderess,https://www.youtube.com/watch?v=HduTht_lRfA
249,1,Megz & Ray,https://www.youtube.com/@MegzRay,https://www.youtube.com/watch?v=850oKDx6xNs
250,1,Splendid Adventure,https://www.youtube.com/@SplendidAdventure,https://www.youtube.com/watch?v=OlyQTUVmOkk
251,1,Fishing Real,https://www.youtube.com/@FishingReal,https://www.youtube.com/watch?v=r_kz8qCz2ew
252,1,KL Fishing,https://www.youtube.com/@KLFishing,https://www.youtube.com/watch?v=V7JXhp-L1Rk
253,1,Kiwis Adventure,https://www.youtube.com/@KiwisAdventure,https://www.youtube.com/watch?v=IndGXFAtWx0
254,1,Todd Maclean Taylor ,https://www.youtube.com/@ToddMacleanTaylor,https://www.youtube.com/watch?v=FyTGK4-pQSY
255,1,Unlocked_au,https://www.youtube.com/@Unlockedau,https://www.youtube.com/watch?v=JX3LUhQu43s
256,1,Dream Trip Aus - Travelling Australia with kids,https://www.youtube.com/@DreamTripAusTravellingAustraliawithkids,https://www.youtube.com/watch?v=0Fb27kS07Zc
257,1,OZ Momentz,https://www.youtube.com/@OZMomentz,https://www.youtube.com/watch?v=2cWZURIOv2w
258,1,Simple Life,https://www.youtube.com/@SimpleLife,https://www.youtube.com/watch?v=DPCuAM2X8s4
259,1,OZ MACHAAN,https://www.youtube.com/@OZMACHAAN,https://www.youtube.com/watch?v=wUh23-u6XAg
260,1,Taylor & Jordan Travel,https://www.youtube.com/@TaylorJordanTravel,https://www.youtube.com/watch?v=u6eg4B1JROw
261,1,Home Roam Food,https://www.youtube.com/@HomeRoamFood,https://www.youtube.com/watch?v=Lyp00VxZq8Q
262,1,Drone Travels Australia,https://www.youtube.com/@DroneTravelsAustralia,https://www.youtube.com/watch?v=8GUwkxxzcI8
263,1,Zaks,https://www.youtube.com/@Zaks,https://www.youtube.com/watch?v=Muyy-vc7fco
264,1,Overland Obsessed,https://www.youtube.com/@OverlandObsessed,https://www.youtube.com/watch?v=b1cJUVNRveM
265,1,Chris Hendry,https://www.youtube.com/@ChrisHendry,https://www.youtube.com/watch?v=cTQV5VN__W4
266,1,移居宜居墨爾本,https://www.youtube.com/@,https://www.youtube.com/watch?v=HDBXBqru-TM
267,1,Chris Pavlich,https://www.youtube.com/@ChrisPavlich,https://www.youtube.com/watch?v=AFIKNubtPOs
268,1,Shon Productions - Film & Video Production,https://www.youtube.com/@ShonProductionsFilmVideoProduction,https://www.youtube.com/watch?v=g7x_fDDRy_k
269,1,Ruby Wonders with (Husband) ,https://www.youtube.com/@RubyWonderswithHusband,https://www.youtube.com/watch?v=qanX1BUuZcY
270,1,Picnic 4 Peace Picnic 4 Peace,https://www.youtube.com/@Picnic4PeacePicnic4Peace,https://www.youtube.com/watch?v=ZkAh5PinuxY
271,1,West Aus Overland,https://www.youtube.com/@WestAusOverland,https://www.youtube.com/watch?v=ryFKaqVE7uM
272,1,Netro M,https://www.youtube.com/@NetroM,https://www.youtube.com/watch?v=NaN9GOcwaA0
273,1,The Caravan Crew - Australia,https://www.youtube.com/@TheCaravanCrewAustralia,https://www.youtube.com/watch?v=rl68I2mLU8Y
274,1,Pinoy OZ Camper,https://www.youtube.com/@PinoyOZCamper,https://www.youtube.com/watch?v=BwV_N90_fKQ
275,1,Peter Rhodes,https://www.youtube.com/@PeterRhodes,https://www.youtube.com/watch?v=S8Gv8X2xOOw
276,1,Park Reviews AU,https://www.youtube.com/@ParkReviewsAU,https://www.youtube.com/watch?v=JBSNC8mO_aQ
277,1,Burbs to Bush RedBak Adventures,https://www.youtube.com/@BurbstoBushRedBakAdventures,https://www.youtube.com/watch?v=n40aUMD0DPs
278,1,Rach Na,https://www.youtube.com/@RachNa,https://www.youtube.com/watch?v=DHLd-fBxrHQ
279,1,Walkers Wanderlust,https://www.youtube.com/@WalkersWanderlust,https://www.youtube.com/watch?v=ozrixpEAjkw
280,1,Luis Casado,https://www.youtube.com/@LuisCasado,https://www.youtube.com/watch?v=8yckPmpQw54
281,1,AZMUNDO GATES,https://www.youtube.com/@AZMUNDOGATES,https://www.youtube.com/watch?v=uqIpYIRLytA
282,1,So Much 2 See,https://www.youtube.com/@SoMuch2See,https://www.youtube.com/watch?v=nfpdHBtELek
283,1,The Pardillos,https://www.youtube.com/@ThePardillos,https://www.youtube.com/watch?v=94djqg1D_O0
284,1,Mini Travels Australia,https://www.youtube.com/@MiniTravelsAustralia,https://www.youtube.com/watch?v=ok-fuBY0xjs
285,1,Izvja,https://www.youtube.com/@Izvja,https://www.youtube.com/watch?v=eNRFOJhuTW0
286,1,Any Getaway ,https://www.youtube.com/@AnyGetaway,https://www.youtube.com/watch?v=wrhl8PgvVw4
287,1,Masala Counter,https://www.youtube.com/@MasalaCounter,https://www.youtube.com/watch?v=kvWeXtLpMKQ
288,1,Jon Cervas,https://www.youtube.com/@JonCervas,https://www.youtube.com/watch?v=CtM6JA7H7wg
289,1,Oli Camp,https://www.youtube.com/@OliCamp,https://www.youtube.com/watch?v=Zr6h7w4H4l4
290,1,chandika nana,https://www.youtube.com/@chandikanana,https://www.youtube.com/watch?v=_1bjwjjSOt0
291,1,The Chlorophyll,https://www.youtube.com/@TheChlorophyll,https://www.youtube.com/watch?v=umoSQBtLdpM
292,1,Sophie Castricum,https://www.youtube.com/@SophieCastricum,https://www.youtube.com/watch?v=IBU1qwdsXRc
293,1,Maydays,https://www.youtube.com/@Maydays,https://www.youtube.com/watch?v=DFZn0WXSQBg
294,1,Throttle Addiction,https://www.youtube.com/@ThrottleAddiction,https://www.youtube.com/watch?v=N_0vU9DCmeM
295,1,Flossum Creations,https://www.youtube.com/@FlossumCreations,https://www.youtube.com/watch?v=y9d3EpUnPdw
296,1,CAMPFIRE ADVENTURES ,https://www.youtube.com/@CAMPFIREADVENTURES,https://www.youtube.com/watch?v=TU9_2BvdQDA
297,1,auslifestylebyriz,https://www.youtube.com/@auslifestylebyriz,https://www.youtube.com/watch?v=NZQb_xPIj5I
298,1,Legends for Charity,https://www.youtube.com/@LegendsforCharity,https://www.youtube.com/watch?v=PIP5t5_BJgA
299,1,Liw Tanakorn,https://www.youtube.com/@LiwTanakorn,https://www.youtube.com/watch?v=1A_-GgBOGtc
300,1,George Mocky Drone,https://www.youtube.com/@GeorgeMockyDrone,https://www.youtube.com/watch?v=0hoe_Pnenv4
301,1,Caravan Parks Tasmania,https://www.youtube.com/@CaravanParksTasmania,https://www.youtube.com/watch?v=l8sA7JoHj8E
302,1,George Vernon,https://www.youtube.com/@GeorgeVernon,https://www.youtube.com/watch?v=ZHrmB_9_9zA
303,1,Pik00011,https://www.youtube.com/@Pik00011,https://www.youtube.com/watch?v=Y6B7OyoYHqQ
304,1,Toms Fishing Tips and Tricks,https://www.youtube.com/@TomsFishingTipsandTricks,https://www.youtube.com/watch?v=9L4zD3CvTGs
305,1,Peter Bellingham,https://www.youtube.com/@PeterBellingham,https://www.youtube.com/watch?v=PC41-fiUp5k
306,1,Every Road Adventures,https://www.youtube.com/@EveryRoadAdventures,https://www.youtube.com/watch?v=Erlahh9wVcE
307,1,Roaming with Russells,https://www.youtube.com/@RoamingwithRussells,https://www.youtube.com/watch?v=ffAORcr-gmM
308,1,Diggin' For Gold,https://www.youtube.com/@DigginForGold,https://www.youtube.com/watch?v=c_Edvv4ZHWk
309,1,Murray Rivers Gold Adventures,https://www.youtube.com/@MurrayRiversGoldAdventures,https://www.youtube.com/watch?v=dt6Qq9uEJog
310,1,Marco Bracchi,https://www.youtube.com/@MarcoBracchi,https://www.youtube.com/watch?v=8o1LK54gVMo
311,1,Winton Wetlands,https://www.youtube.com/@WintonWetlands,https://www.youtube.com/watch?v=QwEbJvtHlGo
312,1,3 Camping Australia,https://www.youtube.com/@3CampingAustralia,https://www.youtube.com/watch?v=Ozff_NV-GpQ
313,1,Droning AViation Australia Photography,https://www.youtube.com/@DroningAViationAustraliaPhotography,https://www.youtube.com/watch?v=TR2FMphO5QU
314,1,Camping In Africa,https://www.youtube.com/@CampingInAfrica,https://www.youtube.com/watch?v=oEV8PQ9pMVQ
315,1,Roughing It With Ruth,https://www.youtube.com/@RoughingItWithRuth,https://www.youtube.com/watch?v=nmTyWY4fKrw
316,1,Graham Belby,https://www.youtube.com/@GrahamBelby,https://www.youtube.com/watch?v=r9vmtBS5BoM
317,1,Flickin' with Oz,https://www.youtube.com/@FlickinwithOz,https://www.youtube.com/watch?v=TI0aN-37xZk
318,1,Robs Travels,https://www.youtube.com/@RobsTravels,https://www.youtube.com/watch?v=xuBugfFu3xM
319,1,Great Ocean Road Fishing,https://www.youtube.com/@GreatOceanRoadFishing,https://www.youtube.com/watch?v=R6xPkXqeSZs
320,1,Tom Papworth,https://www.youtube.com/@TomPapworth,https://www.youtube.com/watch?v=zoScQUkQ_D8
321,1,Svedos Trippin,https://www.youtube.com/@SvedosTrippin,https://www.youtube.com/watch?v=_hlIYo1l24s
322,1,Kashboner Pathchola,https://www.youtube.com/@KashbonerPathchola,https://www.youtube.com/watch?v=OUkX7-kArvs
323,1,TheJecca1996,https://www.youtube.com/@TheJecca1996,https://www.youtube.com/watch?v=UlPcicavJ7Q
324,1,Hiking Zaddies,https://www.youtube.com/@HikingZaddies,https://www.youtube.com/watch?v=fMi5gUg-830
325,1,Proud Afghans ,https://www.youtube.com/@ProudAfghans,https://www.youtube.com/watch?v=Jer2MSWo-L0
326,1,Vandem People,https://www.youtube.com/@VandemPeople,https://www.youtube.com/watch?v=7bh1vfmidNc
327,1,On Roads Less Travelled Off-Road,https://www.youtube.com/@OnRoadsLessTravelledOffRoad,https://www.youtube.com/watch?v=BBhJBNYihEw
328,1,Sean Passarin Photography,https://www.youtube.com/@SeanPassarinPhotography,https://www.youtube.com/watch?v=TlAvcNfUMfw
329,1,Get Terry,https://www.youtube.com/@GetTerry,https://www.youtube.com/watch?v=YsaVKHaiD2w
330,1,AllOffroad 4x4,https://www.youtube.com/@AllOffroad4x4,https://www.youtube.com/watch?v=9O2vVe1Rqk8
331,1,Tyler Thompson,https://www.youtube.com/@TylerThompson,https://www.youtube.com/watch?v=bG1j5UYmPs4
332,1,Noel Hunter,https://www.youtube.com/@NoelHunter,https://www.youtube.com/watch?v=JYemQlu-Ygg
333,1,A Guy and his Troopy ,https://www.youtube.com/@AGuyandhisTroopy,https://www.youtube.com/watch?v=TAO3G0zHvxY
334,1,TheOffroadTradies,https://www.youtube.com/@TheOffroadTradies,https://www.youtube.com/watch?v=xiUw4GQinaA
335,1,Life After Saudi Arabia,https://www.youtube.com/@LifeAfterSaudiArabia,https://www.youtube.com/watch?v=C_gxNe4JelI
336,1,Baniya Family Vlogs 🇳🇵 ,https://www.youtube.com/@BaniyaFamilyVlogs,https://www.youtube.com/watch?v=sv9jqQAGJ70
337,1,Two Up Travels,https://www.youtube.com/@TwoUpTravels,https://www.youtube.com/watch?v=IvIcoWk8pJg
338,1,TracyLiciouz,https://www.youtube.com/@TracyLiciouz,https://www.youtube.com/watch?v=Tr2uFPaiIjM
339,1,ergjan19,https://www.youtube.com/@ergjan19,https://www.youtube.com/watch?v=1OZ7vyvfEyM
340,1,The Ranger Diaries,https://www.youtube.com/@TheRangerDiaries,https://www.youtube.com/watch?v=lLQeP3HaW98
341,1,Our Salty Life,https://www.youtube.com/@OurSaltyLife,https://www.youtube.com/watch?v=hHN-35uTBXc
342,1,Anita Coleman,https://www.youtube.com/@AnitaColeman,https://www.youtube.com/watch?v=rtX-QhHFmIM
343,1,Two Road Films,https://www.youtube.com/@TwoRoadFilms,https://www.youtube.com/watch?v=jUOyStILtMY
344,1,Chris Is Outside,https://www.youtube.com/@ChrisIsOutside,https://www.youtube.com/watch?v=YBTSV7sJS-g
345,1,Live Free - Travel Hard,https://www.youtube.com/@LiveFreeTravelHard,https://www.youtube.com/watch?v=_hTIFy7LM-Q
346,1,bondmanone,https://www.youtube.com/@bondmanone,https://www.youtube.com/watch?v=VeScsVeC0t0
347,1,OFFSHORE NZ Aussie Team,https://www.youtube.com/@OFFSHORENZAussieTeam,https://www.youtube.com/watch?v=qFcISybsozE
348,1,Kirana Goes South,https://www.youtube.com/@KiranaGoesSouth,https://www.youtube.com/watch?v=CGeiC4dvg2A
349,1,Tredam Golf,https://www.youtube.com/@TredamGolf,https://www.youtube.com/watch?v=x7vYm0EkWDg
350,1,rafomash,https://www.youtube.com/@rafomash,https://www.youtube.com/watch?v=SFciX15lPhQ
351,1,Aussie Bush Change ABC,https://www.youtube.com/@AussieBushChangeABC,https://www.youtube.com/watch?v=TEe5-5eg6-k
352,1,SJ Mifsud,https://www.youtube.com/@SJMifsud,https://www.youtube.com/watch?v=eGZL7jJHfRI
353,1,G and B Nomads in the Horizon,https://www.youtube.com/@GandBNomadsintheHorizon,https://www.youtube.com/watch?v=KBlFn3zGomY
354,1,Gianmarco D'oria,https://www.youtube.com/@GianmarcoDoria,https://www.youtube.com/watch?v=reJ85oN9y-I
355,1,Goldfields Guide,https://www.youtube.com/@GoldfieldsGuide,https://www.youtube.com/watch?v=qaDFGJ9gRG8
356,1,Free2Roam,https://www.youtube.com/@Free2Roam,https://www.youtube.com/watch?v=ddFZwGXZruQ
357,1,Okidoke,https://www.youtube.com/@Okidoke,https://www.youtube.com/watch?v=oKp0eS_9Jjg
358,1,David Place,https://www.youtube.com/@DavidPlace,https://www.youtube.com/watch?v=w3BEGP6ei-M
359,1,RKJ Fishing,https://www.youtube.com/@RKJFishing,https://www.youtube.com/watch?v=i5cBJLjKOmM
360,1,pinnie pojanalawan,https://www.youtube.com/@pinniepojanalawan,https://www.youtube.com/watch?v=8W3uTfBIoLI
361,1,RawrsomeAdventures,https://www.youtube.com/@RawrsomeAdventures,https://www.youtube.com/watch?v=Ldmk5vJc2uE
362,1,Explore More - Chase The Adventure ,https://www.youtube.com/@ExploreMoreChaseTheAdventure,https://www.youtube.com/watch?v=36wrNM4kV68
363,1,Reddog’s gold adventures.,https://www.youtube.com/@Reddogsgoldadventures,https://www.youtube.com/watch?v=CxXHaQ6prSs
364,1,4x4 Down Under,https://www.youtube.com/@4x4DownUnder,https://www.youtube.com/watch?v=XK_hsCEw2v0
365,1,Dotty Hazell,https://www.youtube.com/@DottyHazell,https://www.youtube.com/watch?v=yCIWOMHMVmI
366,1,The Victorian,https://www.youtube.com/@TheVictorian,https://www.youtube.com/watch?v=9ogi5_QHXfs
367,1,Galaxy on Trail,https://www.youtube.com/@GalaxyonTrail,https://www.youtube.com/watch?v=gTaAFbSy1YQ
368,1,africanjim1,https://www.youtube.com/@africanjim1,https://www.youtube.com/watch?v=mwdBhe_ilJo
369,1,Good Day Vlogger,https://www.youtube.com/@GoodDayVlogger,https://www.youtube.com/watch?v=Bs0OQu1MW_c
370,1,Jayden Ordner,https://www.youtube.com/@JaydenOrdner,https://www.youtube.com/watch?v=VxCYxNkWO2E
371,1,BootsMcGavin,https://www.youtube.com/@BootsMcGavin,https://www.youtube.com/watch?v=7_vCHnSbrHQ
372,1,Off The Beaten Path,https://www.youtube.com/@OffTheBeatenPath,https://www.youtube.com/watch?v=ehapNR9VEl0
373,1,Andrew Holland,https://www.youtube.com/@AndrewHolland,https://www.youtube.com/watch?v=4JfpL9wnI80
374,1,Beal's Big Adventure - Road Trip Australia,https://www.youtube.com/@BealsBigAdventureRoadTripAustralia,https://www.youtube.com/watch?v=pu-aW1On07E
375,1,bum619,https://www.youtube.com/@bum619,https://www.youtube.com/watch?v=y2g3XlT8mhs
376,1,Mudduck's Touring Australia,https://www.youtube.com/@MudducksTouringAustralia,https://www.youtube.com/watch?v=bbTzZM4ne-A
377,1,Tash Lucas Adventures,https://www.youtube.com/@TashLucasAdventures,https://www.youtube.com/watch?v=v_XfE0zNLbE
378,1,Australia Zoo,https://www.youtube.com/@AustraliaZoo,https://www.youtube.com/watch?v=y699qXKDVwE
379,1,KAYCEE & RACHEL in WONDERLAND FAMILY,https://www.youtube.com/@KAYCEERACHELinWONDERLANDFAMILY,https://www.youtube.com/watch?v=Zi54i2jukS0
380,1,CboysTV,https://www.youtube.com/@CboysTV,https://www.youtube.com/watch?v=a2H1LUpH9p4
381,1,Wilson Forest Lands,https://www.youtube.com/@WilsonForestLands,https://www.youtube.com/watch?v=KL7LyXa8jag
382,1,The Ramsey Show Highlights,https://www.youtube.com/@TheRamseyShowHighlights,https://www.youtube.com/watch?v=CN6-tUFpUE4
383,1,Bikepacking365,https://www.youtube.com/@Bikepacking365,https://www.youtube.com/watch?v=3cVo2UDFf9k
384,1,Queennie Journey,https://www.youtube.com/@QueennieJourney,https://www.youtube.com/watch?v=RibP-A9XRfc
385,1,Exploring Australia,https://www.youtube.com/@ExploringAustralia,https://www.youtube.com/watch?v=S3G5h5V6dS8
386,1,WATCH4YOU,https://www.youtube.com/@WATCH4YOU,https://www.youtube.com/watch?v=SlqiNuCQWMo
387,1,Samuel and Joshua,https://www.youtube.com/@SamuelandJoshua,https://www.youtube.com/watch?v=gjz7I9Ytyew
388,1,Jeannette Valencia,https://www.youtube.com/@JeannetteValencia,https://www.youtube.com/watch?v=DDfKfQbHtRY
389,1,Haizer Noah,https://www.youtube.com/@HaizerNoah,https://www.youtube.com/watch?v=RrPsx9QeGpI
390,1,sthasantos,https://www.youtube.com/@sthasantos,https://www.youtube.com/watch?v=eGDHmGZa3VA
391,1,FBC TV,https://www.youtube.com/@FBCTV,https://www.youtube.com/watch?v=GZkvLYJ86SY
392,1,Brett Anthony,https://www.youtube.com/@BrettAnthony,https://www.youtube.com/watch?v=NjCMdf-1DRo
393,1,Duy Nguyen,https://www.youtube.com/@DuyNguyen,https://www.youtube.com/watch?v=shi5a5P84a8
394,1,Snowy Mountains Machinery Hire,https://www.youtube.com/@SnowyMountainsMachineryHire,https://www.youtube.com/watch?v=el1y-5WBTb8
395,1,Jhen's Collection Vlog ,https://www.youtube.com/@JhensCollectionVlog,https://www.youtube.com/watch?v=HgDtQlNMOjw
396,1,Tamara Duncan,https://www.youtube.com/@TamaraDuncan,https://www.youtube.com/watch?v=nN9CJjpMbF4
397,1,JyeMyers89,https://www.youtube.com/@JyeMyers89,https://www.youtube.com/watch?v=gH9ta-sbFvY
398,1,Ridge 2 Reef Adventures ,https://www.youtube.com/@Ridge2ReefAdventures,https://www.youtube.com/watch?v=7SZDT3gBa_I
399,1,thatmaltesebear,https://www.youtube.com/@thatmaltesebear,https://www.youtube.com/watch?v=tGIVZ2JGZbE
400,1,Husky450able,https://www.youtube.com/@Husky450able,https://www.youtube.com/watch?v=7ZU6lWegTFk
401,1,Joseph Koprek,https://www.youtube.com/@JosephKoprek,https://www.youtube.com/watch?v=xq3-c5FPBgU
402,1,Kate Rides,https://www.youtube.com/@KateRides,https://www.youtube.com/watch?v=pG0sgweswT4
403,1,Jef Graham,https://www.youtube.com/@JefGraham,https://www.youtube.com/watch?v=hb0EdvJsgcY
404,1,My Touring Adventures,https://www.youtube.com/@MyTouringAdventures,https://www.youtube.com/watch?v=Co5W2Q85Jns
405,1,Ronny Dahl,https://www.youtube.com/@RonnyDahl,https://www.youtube.com/watch?v=Q824gD7Ipvw
406,1,MOLLY DIXON,https://www.youtube.com/@MOLLYDIXON,https://www.youtube.com/watch?v=J_3YEdvSYm0
407,1,Let's Go Mum!,https://www.youtube.com/@LetsGoMum,https://www.youtube.com/watch?v=raooys0uetQ
408,1,BIG4 Inverloch Holiday Park,https://www.youtube.com/@BIG4InverlochHolidayPark,https://www.youtube.com/watch?v=JPXcl6VbY4g
409,1,BellarineBayside,https://www.youtube.com/@BellarineBayside,https://www.youtube.com/watch?v=faOLHcssb3w
410,1,This Mum At Home,https://www.youtube.com/@ThisMumAtHome,https://www.youtube.com/watch?v=J4auIYHuZqI
411,1,ABC News (Australia),https://www.youtube.com/@ABCNewsAustralia,https://www.youtube.com/watch?v=wHFSD6zQGZE
412,1,Ride The Now,https://www.youtube.com/@RideTheNow,https://www.youtube.com/watch?v=UjGXNPsBOh4
413,1,milesawayaus,https://www.youtube.com/@milesawayaus,https://www.youtube.com/watch?v=D8SfFJiDV18
414,1,Finding Paradise,https://www.youtube.com/@FindingParadise,https://www.youtube.com/watch?v=tdB7pHYxR5s
415,1,The Journey Of Jake,https://www.youtube.com/@TheJourneyOfJake,https://www.youtube.com/watch?v=_8HUiXC3qZE
416,1,We Are Woo,https://www.youtube.com/@WeAreWoo,https://www.youtube.com/watch?v=4rrI4HNWiVo
417,1,Sanz Adventures,https://www.youtube.com/@SanzAdventures,https://www.youtube.com/watch?v=3At85RznQfw
418,1,Toby Lee-Watanabe,https://www.youtube.com/@TobyLeeWatanabe,https://www.youtube.com/watch?v=w5VWW9kOVGU
419,1,Quittin' & Trippin',https://www.youtube.com/@QuittinTrippin,https://www.youtube.com/watch?v=2UpgWd0VNWM
420,1,Michele Paes,https://www.youtube.com/@MichelePaes,https://www.youtube.com/watch?v=BG9feHHCeuY
421,1,Christian Mitchell,https://www.youtube.com/@ChristianMitchell,https://www.youtube.com/watch?v=b-W74m31X1o
422,1,Jack’s Family,https://www.youtube.com/@JacksFamily,https://www.youtube.com/watch?v=D54vlBs1VW0
423,1,Luke Steenhuis - Gippsland History,https://www.youtube.com/@LukeSteenhuisGippslandHistory,https://www.youtube.com/watch?v=RCgN8Wz2ixE
424,1,Sedgydaledgy,https://www.youtube.com/@Sedgydaledgy,https://www.youtube.com/watch?v=VMUazPwOLI4
425,1,Travel Australia,https://www.youtube.com/@TravelAustralia,https://www.youtube.com/watch?v=Vr6rGY-4HV8
426,1,Mr Jim & Wrong Way Wendy - Touring Australia ,https://www.youtube.com/@MrJimWrongWayWendyTouringAustralia,https://www.youtube.com/watch?v=GjERRB1qph0
427,1,High Country Adventure Tourer,https://www.youtube.com/@HighCountryAdventureTourer,https://www.youtube.com/watch?v=l01juTrPpao
428,1,4x4Mate,https://www.youtube.com/@4x4Mate,https://www.youtube.com/watch?v=P_WBdBmQoxU
429,1,Jamieson Caravan Park,https://www.youtube.com/@JamiesonCaravanPark,https://www.youtube.com/watch?v=xFdmxVEkaiA
430,1,This is Life,https://www.youtube.com/@ThisisLife,https://www.youtube.com/watch?v=q_MhXhwSabA
431,1,DennisFam Adventures,https://www.youtube.com/@DennisFamAdventures,https://www.youtube.com/watch?v=40l2xhri07Q
432,1,KNYAW ADVENTURE 4X4,https://www.youtube.com/@KNYAWADVENTURE4X4,https://www.youtube.com/watch?v=URor98m57uM
433,1,CruisinWithBorgy,https://www.youtube.com/@CruisinWithBorgy,https://www.youtube.com/watch?v=D9OxaZ5BLOk
434,1,Richard Moore,https://www.youtube.com/@RichardMoore,https://www.youtube.com/watch?v=6Zkn5mNnfrg
435,1,robbiefishing,https://www.youtube.com/@robbiefishing,https://www.youtube.com/watch?v=47xrrvnj5rs
436,1,AussieBushCrackers,https://www.youtube.com/@AussieBushCrackers,https://www.youtube.com/watch?v=FhjDU4xpDP0
437,1,Nalinda Herath,https://www.youtube.com/@NalindaHerath,https://www.youtube.com/watch?v=-vDZ2YjhwEU
438,1,Crosstrax Australia Family,https://www.youtube.com/@CrosstraxAustraliaFamily,https://www.youtube.com/watch?v=tppcG7n33Kk
439,1,Michelle Fiskilis (d'pinay down under),https://www.youtube.com/@MichelleFiskilisdpinaydownunder,https://www.youtube.com/watch?v=hevUkSNE_OM
440,1,FishThenRide,https://www.youtube.com/@FishThenRide,https://www.youtube.com/watch?v=1sjcSiTDMFk
441,1,Rawlo's Fishing ,https://www.youtube.com/@RawlosFishing,https://www.youtube.com/watch?v=hDN2MqyPaQI
442,1,Brody’s Fishing,https://www.youtube.com/@BrodysFishing,https://www.youtube.com/watch?v=mfb_TNpar0A
443,1,JCS Fishing Adventures,https://www.youtube.com/@JCSFishingAdventures,https://www.youtube.com/watch?v=e_Nslw-hj3o
444,1,Yucang's Life,https://www.youtube.com/@YucangsLife,https://www.youtube.com/watch?v=pW_Wpa_N7JI
445,1,Eric and Amanda,https://www.youtube.com/@EricandAmanda,https://www.youtube.com/watch?v=F_ozG29AxRc
446,1,Ulaa - Explore With My Family,https://www.youtube.com/@UlaaExploreWithMyFamily,https://www.youtube.com/watch?v=vllLKtYlpx8
447,1,Cowboy Jojo’s Adventures,https://www.youtube.com/@CowboyJojosAdventures,https://www.youtube.com/watch?v=NoiDcx_XYEA
448,1,Hapnin Empty Nesters,https://www.youtube.com/@HapninEmptyNesters,https://www.youtube.com/watch?v=CfdpdABJhIE
449,1,WEEKEND ADVENTURES  by Carole Elle,https://www.youtube.com/@WEEKENDADVENTURESbyCaroleElle,https://www.youtube.com/watch?v=d94ct7kF8mQ
450,1,Jared Smith,https://www.youtube.com/@JaredSmith,https://www.youtube.com/watch?v=RJCx1cvH0Ag
451,1,Judy's Lifestyle Australia Philippines💖,https://www.youtube.com/@JudysLifestyleAustraliaPhilippines,https://www.youtube.com/watch?v=yT2EkUFHP1g
452,1,Ishani Sene,https://www.youtube.com/@IshaniSene,https://www.youtube.com/watch?v=dbo9pwqywJ8
453,1,Raven About Scotland,https://www.youtube.com/@RavenAboutScotland,https://www.youtube.com/watch?v=0rbXz952PDI
454,1,Tarko Masane,https://www.youtube.com/@TarkoMasane,https://www.youtube.com/watch?v=s8iVdYUVNBI
455,1,Yatpool Yowies - Aussie Outdoor Adventures,https://www.youtube.com/@YatpoolYowiesAussieOutdoorAdventures,https://www.youtube.com/watch?v=T3vEFNjX2TE
456,1,AustRiverCentre,https://www.youtube.com/@AustRiverCentre,https://www.youtube.com/watch?v=0QSx5MPIAMc
457,1,djandjas,https://www.youtube.com/@djandjas,https://www.youtube.com/watch?v=2Uxo1GhFAzE
458,1,Adventurebeatz I Travel Australia,https://www.youtube.com/@AdventurebeatzITravelAustralia,https://www.youtube.com/watch?v=l6mHXbgE82I
